name,prev_position,team,xP,xA,xG,xGI,A,G,GI,bonus,bps,minutes,total_points,prev_price,GW,current_price,current_position,current_team
Harvey Barnes,MID,Newcastle,3.0,0.11,0.0,0.11,1,0,1,0,17,24,4,62,35,65.0,MID,Newcastle
Cesare Casadei,MID,Chelsea,0.6,0.0,0.0,0.0,0,0,0,0,3,1,1,45,35,45.0,MID,Chelsea
Cesare Casadei,MID,Chelsea,0.6,0.0,0.0,0.0,0,0,0,0,3,15,1,45,35,45.0,MID,Chelsea
Mateo Kovačić,MID,Man City,4.0,0.02,0.0,0.02,0,0,0,0,13,45,1,46,35,55.0,MID,Man City
Ashley Young,DEF,Everton,3.6,0.02,0.0,0.02,0,0,0,1,29,90,7,44,35,45.0,DEF,Everton
Aaron Cresswell,DEF,West Ham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,42,35,40.0,DEF,West Ham
Sergio Reguilón,DEF,Brentford,5.2,0.05,0.03,0.08,0,0,0,0,9,76,1,45,35,45.0,DEF,Spurs
Morgan Gibbs-White,MID,Nott'm Forest,1.8,0.09,0.12,0.21,0,0,0,0,8,90,2,57,35,65.0,MID,Nott'm Forest
Igor Julio dos Santos de Paulo,DEF,Brighton,2.0,0.01,0.1,0.11,0,0,0,0,16,73,1,43,35,45.0,DEF,Brighton
Fabian Schär,DEF,Newcastle,6.0,0.01,0.0,0.01,0,0,0,0,8,45,1,57,35,55.0,DEF,Newcastle
Joe Gauci,GK,Aston Villa,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Aston Villa
André Onana,GK,Man Utd,2.7,0.01,0.0,0.01,0,0,0,0,17,90,4,50,35,50.0,GK,Man Utd
Julián Álvarez,FWD,Man City,4.4,0.04,0.09,0.13,0,0,0,0,10,88,2,64,35,70.0,FWD,Man City
Maxwel Cornet,MID,West Ham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,35,50.0,MID,West Ham
Caoimhin Kelleher,GK,Liverpool,1.3,0.0,0.0,0.0,0,0,0,0,0,0,0,38,35,45.0,GK,Liverpool
Chris Mepham,DEF,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Bournemouth
Facundo Buonanotte,MID,Brighton,1.2,0.05,0.39,0.44,0,0,0,0,8,90,2,47,35,50.0,MID,Leicester
Rodrigo Muniz Carvalho,FWD,Fulham,3.8,0.02,0.71,0.73,0,1,1,0,21,84,6,45,35,60.0,FWD,Fulham
Fábio Ferreira Vieira,MID,Arsenal,0.8,0.0,0.0,0.0,0,0,0,0,0,0,0,54,35,55.0,MID,Arsenal
Cheick Doucouré,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,35,50.0,MID,Crystal Palace
Joe Hodge,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,MID,Wolves
Craig Dawson,DEF,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,DEF,Wolves
Toti António Gomes,DEF,Wolves,2.9,0.0,0.44,0.44,0,1,1,3,28,90,11,44,35,45.0,DEF,Wolves
Nayef Aguerd,DEF,West Ham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,DEF,West Ham
Diogo Dalot Teixeira,DEF,Man Utd,2.1,0.0,0.02,0.02,0,0,0,0,8,90,2,52,35,50.0,DEF,Man Utd
Amadou Onana,MID,Everton,0.6,0.01,0.0,0.01,0,0,0,0,5,12,1,47,35,50.0,MID,Aston Villa
Youssef Ramalho Chermiti,FWD,Everton,0.6,0.11,0.04,0.15,0,0,0,0,7,90,2,48,35,50.0,FWD,Everton
Bukayo Saka,MID,Arsenal,6.0,0.02,0.41,0.43,1,1,2,2,31,90,12,90,35,100.0,MID,Arsenal
Ben Mee,DEF,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,35,45.0,DEF,Brentford
Joe Worrall,DEF,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Nott'm Forest
Diego Carlos Santos Silva,DEF,Aston Villa,2.1,0.0,0.0,0.0,0,0,0,0,3,15,1,44,35,45.0,DEF,Aston Villa
Lewis Cook,MID,Bournemouth,2.2,0.23,0.0,0.23,0,0,0,0,12,90,3,50,35,50.0,MID,Bournemouth
Malo Gusto,DEF,Chelsea,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,50.0,DEF,Chelsea
Malo Gusto,DEF,Chelsea,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,50.0,DEF,Chelsea
Noni Madueke,MID,Chelsea,9.6,0.16,0.24,0.4,1,1,2,3,36,90,12,53,35,65.0,MID,Chelsea
Noni Madueke,MID,Chelsea,9.6,0.07,0.07,0.14,0,0,0,0,10,90,3,53,35,65.0,MID,Chelsea
Milos Kerkez,DEF,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,DEF,Bournemouth
Kortney Hause,DEF,Aston Villa,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,DEF,Aston Villa
Will Hughes,MID,Crystal Palace,3.6,0.02,0.06,0.08,0,0,0,0,5,90,1,49,35,50.0,MID,Crystal Palace
Alexander Isak,FWD,Newcastle,7.7,0.09,1.22,1.31,0,2,2,3,50,90,13,82,35,85.0,FWD,Newcastle
Garang Kuol,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Newcastle
Ethan Pinnock,DEF,Brentford,2.0,0.0,0.04,0.04,0,0,0,0,12,90,2,45,35,45.0,DEF,Brentford
Jay Stansfield,FWD,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,FWD,Fulham
Matz Sels,GK,Nott'm Forest,0.5,0.01,0.0,0.01,0,0,0,0,13,90,2,45,35,45.0,GK,Nott'm Forest
Ryan Yates,MID,Nott'm Forest,0.0,0.01,0.0,0.01,0,0,0,0,3,16,1,48,35,50.0,MID,Nott'm Forest
Frank Onyeka,MID,Brentford,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,50.0,MID,Brentford
Naouirou Ahamada,MID,Crystal Palace,0.4,0.0,0.0,0.0,0,0,0,0,2,5,1,43,35,45.0,MID,Crystal Palace
Philip Billing,MID,Bournemouth,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,51,35,50.0,MID,Bournemouth
Marc Guéhi,DEF,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,42,35,45.0,DEF,Crystal Palace
Diogo Teixeira da Silva,MID,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,79,35,75.0,MID,Liverpool
Erling Haaland,FWD,Man City,4.2,0.04,0.43,0.47,0,1,1,0,26,28,5,141,35,150.0,FWD,Man City
Danny Welbeck,FWD,Brighton,1.6,0.04,0.0,0.04,0,0,0,0,6,45,1,57,35,55.0,FWD,Brighton
Carlos Vinícius Alves Morais,FWD,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,FWD,Fulham
Conor Bradley,DEF,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,42,35,50.0,DEF,Liverpool
Daniel Muñoz,DEF,Crystal Palace,3.0,0.2,0.03,0.23,0,0,0,0,12,90,2,45,35,50.0,DEF,Crystal Palace
Victor Lindelöf,DEF,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,DEF,Man Utd
Kevin De Bruyne,MID,Man City,9.0,0.25,0.21,0.46,2,0,2,2,31,88,11,104,35,95.0,MID,Man City
Lucas Bergström,GK,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Chelsea
Lucas Bergström,GK,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Chelsea
Lewis Miley,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,MID,Newcastle
Roméo Lavia,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,45.0,MID,Chelsea
Roméo Lavia,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,45.0,MID,Chelsea
Aaron Hickey,DEF,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Brentford
Solly March,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,61,35,65.0,MID,Brighton
Declan Rice,MID,Arsenal,4.3,0.51,0.08,0.59,1,0,1,1,26,90,6,55,35,65.0,MID,Arsenal
Kacper Kozłowski,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Brighton
Ben Doak,MID,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,MID,Liverpool
Mathias Jensen,MID,Brentford,2.6,0.12,0.1,0.22,0,0,0,0,21,90,2,53,35,55.0,MID,Brentford
Wesley Fofana,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,DEF,Chelsea
Wesley Fofana,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,DEF,Chelsea
Max Kilman,DEF,Wolves,1.7,0.01,0.0,0.01,0,0,0,0,17,90,2,46,35,45.0,DEF,West Ham
Nathan Aké,DEF,Man City,3.4,0.01,0.0,0.01,0,0,0,0,29,90,6,50,35,55.0,DEF,Man City
Lewis Hall,DEF,Newcastle,3.0,0.01,0.08,0.09,0,0,0,0,14,81,2,42,35,45.0,DEF,Newcastle
Deivid Washington de Souza Eugênio,FWD,Chelsea,-0.6,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,FWD,Chelsea
Deivid Washington de Souza Eugênio,FWD,Chelsea,-0.6,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,FWD,Chelsea
Elliot Anderson,MID,Newcastle,2.3,0.04,0.18,0.22,0,0,0,0,3,65,2,42,35,50.0,MID,Nott'm Forest
Mykhailo Mudryk,MID,Chelsea,2.6,0.05,0.06,0.11,0,0,0,0,2,89,1,63,35,65.0,MID,Chelsea
Mykhailo Mudryk,MID,Chelsea,2.6,0.12,0.21,0.33,0,0,0,0,12,74,3,63,35,65.0,MID,Chelsea
Dejan Kulusevski,MID,Spurs,2.4,0.45,0.03,0.48,0,0,0,0,13,90,1,67,35,65.0,MID,Spurs
Dejan Kulusevski,MID,Spurs,2.4,0.18,0.1,0.28,0,0,0,0,3,90,2,67,35,65.0,MID,Spurs
Daniel Castelo Podence,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53,35,55.0,MID,Wolves
Conor Gallagher,MID,Chelsea,9.6,0.05,0.12,0.17,0,1,1,2,28,90,9,54,35,60.0,MID,Chelsea
Conor Gallagher,MID,Chelsea,9.6,0.06,0.0,0.06,1,0,1,0,21,90,6,54,35,60.0,MID,Chelsea
Eberechi Eze,MID,Crystal Palace,3.9,0.0,0.0,0.0,0,0,0,0,0,0,0,61,35,70.0,MID,Crystal Palace
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,FWD,Nott'm Forest
Julio Enciso,MID,Brighton,0.8,0.02,0.15,0.17,0,0,0,0,5,24,1,50,35,55.0,MID,Brighton
Steven Benda,GK,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,40.0,GK,Fulham
Norberto Murara Neto,GK,Bournemouth,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,35,45.0,GK,Bournemouth
Jérémy Doku,MID,Man City,5.8,0.01,0.04,0.05,0,0,0,0,-2,45,1,64,35,65.0,MID,Man City
Antonee Robinson,DEF,Fulham,2.8,0.03,0.0,0.03,0,0,0,0,18,90,2,46,35,45.0,DEF,Fulham
Raúl Jiménez,FWD,Fulham,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,50,35,55.0,FWD,Fulham
Hwang Hee-chan,MID,Wolves,2.3,0.04,0.23,0.27,0,1,1,0,14,90,6,54,35,65.0,MID,Wolves
Jordan Pickford,GK,Everton,7.2,0.01,0.0,0.01,0,0,0,3,31,90,10,47,35,50.0,GK,Everton
Bruno Guimarães Rodriguez Moura,MID,Newcastle,7.3,0.14,0.41,0.55,0,1,1,1,33,90,8,58,35,65.0,MID,Newcastle
Ryan Fraser,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,50.0,MID,Newcastle
Harry Maguire,DEF,Man Utd,3.7,0.01,0.0,0.01,0,0,0,0,12,90,2,42,35,50.0,DEF,Man Utd
Matheus Santos Carneiro Da Cunha,FWD,Wolves,3.9,0.02,0.01,0.03,1,0,1,0,15,75,5,56,35,65.0,FWD,Wolves
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Wolves
Ki-Jana Hoever,DEF,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,40.0,DEF,Wolves
Moussa Diaby,MID,Aston Villa,3.7,0.01,0.0,0.01,0,0,0,0,1,56,1,63,35,65.0,MID,Aston Villa
Pau Torres,DEF,Aston Villa,2.5,0.04,0.0,0.04,0,0,0,0,12,90,1,46,35,45.0,DEF,Aston Villa
Santiago Bueno,DEF,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,DEF,Wolves
Jarrad Branthwaite,DEF,Everton,6.2,0.02,0.0,0.02,0,0,0,0,23,90,6,43,35,50.0,DEF,Everton
Martin Ødegaard,MID,Arsenal,7.0,0.11,0.06,0.17,0,0,0,0,3,88,2,86,35,85.0,MID,Arsenal
Matheus Luiz Nunes,MID,Man City,2.2,0.0,0.0,0.0,0,0,0,0,1,1,1,47,35,50.0,MID,Man City
Luke Harris,MID,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Fulham
Tom King,GK,Wolves,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Wolves
Rúben Gato Alves Dias,DEF,Man City,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,35,55.0,DEF,Man City
Djed Spence,DEF,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,45.0,DEF,Spurs
Djed Spence,DEF,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,45.0,DEF,Spurs
Emiliano Martínez Romero,GK,Aston Villa,3.3,0.0,0.0,0.0,0,0,0,0,6,45,1,53,35,50.0,GK,Aston Villa
Bobby De Cordova-Reid,MID,Fulham,1.2,0.07,0.21,0.28,0,0,0,0,3,67,3,52,35,55.0,MID,Leicester
Tomáš Souček,MID,West Ham,1.3,0.01,0.06,0.07,0,0,0,0,15,73,2,49,35,50.0,MID,West Ham
Joško Gvardiol,DEF,Man City,8.0,0.05,0.08,0.13,0,1,1,3,42,90,15,49,35,60.0,DEF,Man City
Cole Palmer,MID,Chelsea,18.6,0.05,0.4,0.45,0,0,0,0,7,90,2,62,35,105.0,MID,Chelsea
Cole Palmer,MID,Chelsea,18.6,0.02,1.28,1.3,1,0,1,0,12,90,6,62,35,105.0,MID,Chelsea
Carlos Henrique Casimiro,MID,Man Utd,2.3,0.04,0.1,0.14,0,0,0,0,13,90,2,53,35,50.0,MID,Man Utd
Tom Heaton,GK,Man Utd,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Man Utd
Sepp van den Berg,DEF,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,40.0,DEF,Liverpool
Max Aarons,DEF,Bournemouth,0.4,0.0,0.0,0.0,0,0,0,0,2,13,1,44,35,45.0,DEF,Bournemouth
Cristian Romero,DEF,Spurs,4.4,0.04,0.9,0.94,0,1,1,0,19,90,7,51,35,50.0,DEF,Spurs
Cristian Romero,DEF,Spurs,4.4,0.02,0.28,0.3,0,0,0,0,13,90,1,51,35,50.0,DEF,Spurs
Daniel Bentley,GK,Wolves,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Wolves
Jan Paul van Hecke,DEF,Brighton,1.8,0.0,0.0,0.0,0,0,0,0,0,0,0,41,35,45.0,DEF,Brighton
Carney Chukwuemeka,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,42,35,50.0,MID,Chelsea
Carney Chukwuemeka,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,42,35,50.0,MID,Chelsea
Odysseas Vlachodimos,GK,Nott'm Forest,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,GK,Newcastle
George Earthy,MID,West Ham,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,West Ham
Myles Peart-Harris,MID,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Brentford
Tyrick Mitchell,DEF,Crystal Palace,4.0,0.24,0.0,0.24,0,0,0,0,10,84,2,45,35,50.0,DEF,Crystal Palace
James Maddison,MID,Spurs,3.0,0.2,0.04,0.24,0,0,0,0,11,63,2,78,35,75.0,MID,Spurs
James Maddison,MID,Spurs,3.0,0.03,0.05,0.08,0,0,0,0,3,27,1,78,35,75.0,MID,Spurs
Mohamed Salah,MID,Liverpool,3.0,0.02,0.0,0.02,0,0,0,0,3,11,1,136,35,125.0,MID,Liverpool
Antoine Semenyo,FWD,Bournemouth,2.8,0.33,0.04,0.37,0,0,0,0,4,90,2,45,35,55.0,MID,Bournemouth
Altay Bayindir,GK,Man Utd,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,45.0,GK,Man Utd
Adam Webster,DEF,Brighton,0.2,0.0,0.0,0.0,0,0,0,0,6,16,1,42,35,45.0,DEF,Brighton
Darwin Núñez Ribeiro,FWD,Liverpool,3.2,0.0,0.0,0.0,0,0,0,0,4,11,1,77,35,75.0,FWD,Liverpool
Axel Disasi,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,3,1,1,49,35,45.0,DEF,Chelsea
Axel Disasi,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,45.0,DEF,Chelsea
Tyrone Mings,DEF,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,41,35,45.0,DEF,Aston Villa
Nicolás Domínguez,MID,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,35,50.0,MID,Nott'm Forest
Fraser Forster,GK,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,38,35,45.0,GK,Spurs
Fraser Forster,GK,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,38,35,45.0,GK,Spurs
Jefferson Lerma Solís,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,35,50.0,MID,Crystal Palace
Lewis Dunk,DEF,Brighton,2.4,0.01,0.0,0.01,0,0,0,0,18,90,1,52,35,45.0,DEF,Brighton
José Malheiro de Sá,GK,Wolves,4.1,0.0,0.0,0.0,0,0,0,0,17,90,3,50,35,45.0,GK,Wolves
João Neves Virgínia,GK,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,40.0,GK,Everton
Saša Lukić,MID,Fulham,1.5,0.0,0.0,0.0,0,0,0,0,3,21,1,43,35,50.0,MID,Fulham
Joe White,MID,Newcastle,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Newcastle
Jacob Ramsey,MID,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,59,35,55.0,MID,Aston Villa
Sandro Tonali,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,35,55.0,MID,Newcastle
Nathan Fraser,FWD,Wolves,0.9,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,FWD,Wolves
Keane Lewis-Potter,MID,Brentford,2.8,0.01,0.08,0.09,0,0,0,0,3,22,1,47,35,50.0,MID,Brentford
Dwight McNeil,MID,Everton,4.8,0.42,0.21,0.63,0,0,0,0,15,90,3,54,35,55.0,MID,Everton
Cameron Peupion,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,MID,Brighton
Moisés Caicedo Corozo,MID,Chelsea,3.0,0.22,0.05,0.27,0,0,0,0,13,90,1,45,35,50.0,MID,Chelsea
Moisés Caicedo Corozo,MID,Chelsea,3.0,0.01,0.0,0.01,0,0,0,0,9,90,3,45,35,50.0,MID,Chelsea
Jorge Luiz Frello Filho,MID,Arsenal,2.2,0.0,0.0,0.0,0,0,0,0,0,0,0,53,35,50.0,MID,Arsenal
Kenny Tete,DEF,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,35,45.0,DEF,Fulham
Jack Harrison,MID,Everton,2.0,0.24,0.15,0.39,0,0,0,0,6,90,3,55,35,55.0,MID,Everton
Timothy Castagne,DEF,Fulham,5.0,0.46,0.0,0.46,1,0,1,1,23,90,6,45,35,45.0,DEF,Fulham
Adam Smith,DEF,Bournemouth,3.0,0.0,0.03,0.03,0,0,0,1,23,90,7,44,35,45.0,DEF,Bournemouth
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68,35,65.0,FWD,Chelsea
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68,35,65.0,FWD,Chelsea
James Garner,MID,Everton,2.0,0.04,0.07,0.11,0,0,0,0,11,90,3,49,35,50.0,MID,Everton
Rob Holding,DEF,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Crystal Palace
Aaron Wan-Bissaka,DEF,Man Utd,2.1,0.02,0.0,0.02,0,0,0,0,10,90,2,44,35,45.0,DEF,Man Utd
Deniz Undav,FWD,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,35,55.0,FWD,Brighton
Nathan Patterson,DEF,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Everton
Christopher Nkunku,FWD,Chelsea,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,72,35,65.0,MID,Chelsea
Christopher Nkunku,FWD,Chelsea,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,72,35,65.0,MID,Chelsea
Tom Cairney,MID,Fulham,1.2,0.0,0.0,0.0,0,0,0,0,1,5,1,49,35,50.0,MID,Fulham
Scott Carson,GK,Man City,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,38,35,40.0,GK,Man City
Jurriën Timber,DEF,Arsenal,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,46,35,55.0,DEF,Arsenal
Konstantinos Mavropanos,DEF,West Ham,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,DEF,West Ham
Odsonne Edouard,FWD,Crystal Palace,1.6,0.03,0.05,0.08,0,0,0,0,2,21,1,53,35,55.0,FWD,Crystal Palace
James Milner,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,35,50.0,MID,Brighton
Mathias Jorgensen,DEF,Brentford,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Brentford
Oliver Skipp,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,MID,Spurs
Oliver Skipp,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,50.0,MID,Spurs
Leander Dendoncker,MID,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,45.0,MID,Aston Villa
Michael Keane,DEF,Everton,0.0,0.0,0.0,0.0,0,0,0,0,3,1,1,43,35,40.0,DEF,Everton
Jarrod Bowen,MID,West Ham,2.2,0.2,0.2,0.4,1,1,2,3,37,90,13,77,35,75.0,MID,West Ham
Matt Turner,GK,Nott'm Forest,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,38,35,40.0,GK,Nott'm Forest
Raheem Sterling,MID,Chelsea,-0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,68,35,70.0,MID,Chelsea
Raheem Sterling,MID,Chelsea,-0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,68,35,70.0,MID,Chelsea
Ryan Christie,MID,Bournemouth,2.4,0.02,0.0,0.02,1,0,1,0,13,23,4,50,35,50.0,MID,Bournemouth
Robert Sánchez,GK,Chelsea,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,GK,Chelsea
Robert Sánchez,GK,Chelsea,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,45,35,45.0,GK,Chelsea
Armando Broja,FWD,Fulham,0.8,0.0,0.0,0.0,0,0,0,0,2,5,1,49,35,55.0,FWD,Chelsea
Chris Wood,FWD,Nott'm Forest,2.0,0.03,0.84,0.87,0,0,0,0,-2,90,2,48,35,60.0,FWD,Nott'm Forest
Alex Scott,MID,Bournemouth,1.6,0.06,0.06,0.12,0,0,0,0,10,76,3,49,35,50.0,MID,Bournemouth
Filip Marschall,GK,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,40.0,GK,Aston Villa
Kalvin Phillips,MID,West Ham,-0.3,0.0,0.0,0.0,0,0,0,0,0,0,0,47,35,50.0,MID,Man City
Rodrigo Bentancur,MID,Spurs,3.0,0.03,0.0,0.03,0,0,0,0,10,45,1,54,35,50.0,MID,Spurs
Rodrigo Bentancur,MID,Spurs,3.0,0.02,0.37,0.39,0,0,0,0,4,27,1,54,35,50.0,MID,Spurs
Matty Cash,DEF,Aston Villa,1.5,0.11,0.0,0.11,1,0,1,0,20,90,4,45,35,45.0,DEF,Aston Villa
Jaidon Anthony,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,35,45.0,MID,Bournemouth
Tariq Lamptey,DEF,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,35,45.0,DEF,Brighton
Nélson Cabral Semedo,DEF,Wolves,1.5,0.01,0.31,0.32,0,0,0,0,7,90,2,45,35,45.0,DEF,Wolves
Kevin Mbabu,DEF,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,40.0,DEF,Fulham
Tyrell Malacia,DEF,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,35,45.0,DEF,Man Utd
Hákon Valdimarsson,GK,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,35,40.0,GK,Brentford
Đorđe Petrović,GK,Chelsea,6.4,0.0,0.0,0.0,0,0,0,0,14,90,2,46,35,45.0,GK,Chelsea
Đorđe Petrović,GK,Chelsea,6.4,0.0,0.0,0.0,0,0,0,2,28,90,9,46,35,45.0,GK,Chelsea
Chris Richards,DEF,Crystal Palace,1.6,0.01,0.08,0.09,0,0,0,0,17,90,2,39,35,45.0,DEF,Crystal Palace
Kyle Walker,DEF,Man City,5.4,0.07,0.0,0.07,0,0,0,2,31,90,8,53,35,55.0,DEF,Man City
Jack Hinshelwood,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,36,50.0,MID,Brighton
Jadon Sancho,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,36,65.0,MID,Man Utd
Vitaly Janelt,MID,Brentford,3.0,0.1,0.0,0.1,0,0,0,0,13,65,3,52,36,50.0,MID,Brentford
